#Identifiant_A;Identifiant_R;Libellé_du_site;Caractéristique_du_site;Site_Acores_rattachement;Adresse;Complément_d_adresse;Lieu_dit;Code_postal;Localité;Code_INSEE;Pays;Latitude;Longitude;Précision_du_géocodage;Numéro_de_téléphone;Changeur_de_monnaie;Distributeur_de_billets;Distributeur_Prêt_à_Poster;Affranchissement_Libre_Service;Dépôt_de_Chèque;Photocopieurs;Accessibilité_Automate_d_affranchissement_avec_prise_audio;Accessibilté_Distributeur_de_billets_avec_prise_audio;Accessibilité_Présence_d_un_panneau_prioritaire;Accessibilité_Borne_sonore_en_état_de_fonctionnement;Accessibilité_Espace_de_circulation_intérieur_suffisant_pour_PMR;Accessibilité_Présence_d_un_espace_confidentiel_accessible_PMR;Accessibilité_Présence_d_un_GAB_externe_accessible_PMR;Accessibilité_Présence_d_un_guichet_surbaissé_ou_d_un_écritoire;Accessibilité_Présence_d_une_bande_de_guidage_au_sol;Accessibilité_Amplificateur_de_son_pour_malentendant;Accessibilité_Escalier_ou_dénivelé_accessible_au_malvoyant;Accessibilité_Pick_up_accessible_PMR;Accessibilité_Accessibilité_externe_déclarée_conforme_par_propriétaire;Accessibilité_Accessible_aux_personnes_handicapées_moteur;Accessibilité_Accessibilité_interne_déclarée_conforme_par_propriétaire;Accessibilité_Accueil_en_langue_des_signes
13000A;691030;JULIENAS AP;Agence postale communale;12938A;305 RUE ALPHONSE BURDOT;;;69840;JULIENAS;69103;FRANCE;46.235253369;4.7103214491;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13000D;743230;LA CLUSAZ AP;Agence postale communale;13992A;97 ROUTE DE L ETALE;;;74220;LA CLUSAZ;74080;FRANCE;45.904570722;6.4256843141;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13002A;691070;LAMURE SUR AZERGUES BP;Bureau de Poste;;PLACE DE LA POSTE;;;69870;LAMURE SUR AZERGUES;69107;FRANCE;46.063275;4.490851;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13002D;532170;PORT BRILLET AP;Agence postale communale;09657A;PARC DU DOCTEUR AUGEARD;;;53410;PORT BRILLET;53182;FRANCE;48.112458743;-0.973278135;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13004D;373690;LIGUEIL AP;Agence postale communale;06908A;39 RUE A BRIAND;;;37240;LIGUEIL;37130;FRANCE;47.044196419;0.8175563264;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13005A;691110;LYON ST ANTOINE BP;Bureau de Poste;;32 QUAI SAINT ANTOINE;;;69002;LYON;69382;FRANCE;45.762046;4.831795;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13006A;691120;LENTILLY BP;Bureau de Poste;;7 PLACE DE L EGLISE;;;69210;LENTILLY;69112;FRANCE;45.819696;4.66228;Géocodé au numéro;3631;;;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13007A;691130;CHAMELET AP;Agence postale communale;13014A;PLACE DE L EGLISE;;;69620;CHAMELET;69039;FRANCE;45.983597;4.509499;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13007D;723420;BESSE SUR BRAYE AP;Agence postale communale;13676A;12 PLACE DE L HOTEL DE VILLE;;;72310;BESSE SUR BRAYE;72035;FRANCE;47.833807202;0.752366297;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13008A;691140;LIERGUES BP;Bureau de Poste;;333 MONTEE SAINT ELOI;;;69400;LIERGUES;69114;FRANCE;45.969435;4.664755;;3631;;;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13013A;691200;LONGESSAIGNE AP;Agence postale communale;12935A;55 RUE DE LA MAIRIE;LA MAIRIE;;69770;LONGESSAIGNE;69120;FRANCE;45.791654660083;4.4249731191975;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13014A;691210;LOZANNE;Bureau de Poste;;73 ROUTE DE LYON;;;69380;LOZANNE;69121;FRANCE;45.854996;4.680945;Géocodé au numéro;3631;;Oui;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13014D;864130;MONCONTOUR LPA AP;Agence postale communale;16287A;30 RUE MAXIME RIDOUARD;;;86330;MONCONTOUR;86161;FRANCE;46.880903507;-0.019698947;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13015A;691220;LUCENAY AP;Agence postale communale;13014A;103 ANCIENNE GRAND RUE;;;69480;LUCENAY;69122;FRANCE;45.911896;4.702176;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13015D;402360;LABASTIDE D ARMAGNAC AP;Agence postale communale;07585A;01 PLACE ROYALE;;;40240;LABASTIDE D ARMAGNAC;40131;FRANCE;43.96963457;-0.185674519;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13016A;691230;LYON BELLECOUR;Bureau de Poste;;10 PLACE ANTONIN PONCET;;;69002;LYON;69382;FRANCE;45.756098;4.833669;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13017A;691250;MARCILLY D AZERGUES AP;Agence postale communale;13014A;58 RUE DE L EGLISE;;;69380;MARCILLY D AZERGUES;69125;FRANCE;45.872398;4.727405;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13020A;691310;MESSIMY AP;Agence postale communale;12943A;8 AVENUE DES ALPES;;;69510;MESSIMY;69131;FRANCE;45.698648;4.674393;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13020D;502350;PERCY EN NORMANDIE AP;Agence postale communale;02368A;PLACE DU CARDINAL GRENTE;;PERCY;50410;PERCY EN NORMANDIE;50393;FRANCE;48.916272503;-1.189829097;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13021D;502380;ISIGNY LE BUAT AP;Agence postale communale;09183A;4 RUE DU PAIN D AVAINE;;;50540;ISIGNY LE BUAT;50256;FRANCE;48.620294503;-1.173807169;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13022A;691350;MONSOLS BP;Bureau de Poste;;PLACE DE LA FONTAINE; ;MONSOLS;69860;DEUX GROSNES;69135;FRANCE;46.219831;4.521124;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13023D;573050;PETITE ROSSELLE AP;Agence postale communale;10341A;18 RUE DE L EGLISE;;;57540;PETITE ROSSELLE;57537;FRANCE;49.2087;6.8481;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13025A;691400;MORANCE AP;Agence postale communale;13014A;1 PLACE DE L EGLISE;;;69480;MORANCE;69140;FRANCE;45.898561;4.699835;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13025D;573080;MARANGE SILVANGE AP;Agence postale communale;10435A;ALLEE FRANCOIS LAPIERRE;LA RUCHE;;57535;MARANGE SILVANGE;57443;FRANCE;49.2236;6.126;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13026A;691410;MORNANT;Bureau de Poste;;2 PLACE DE LA POSTE;;;69440;MORNANT;69141;FRANCE;45.619631;4.67275;Géocodé au numéro;3631;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13027A;691420;LA MULATIERE BP;Bureau de Poste;;276 CHEMIN DE FONTANIERES; ; ;69350;LA MULATIERE;69142;FRANCE;45.725297;4.811298;Géocodé au numéro;3631;;;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13028A;691430;NEUVILLE SUR SAONE;Bureau de Poste;;5 BIS RUE PIERRE DUGELAY; ; ;69250;NEUVILLE SUR SAONE;69143;FRANCE;45.874897;4.840927;Géocodé au numéro;3631;;Oui;;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13029D;590073;CAMBRAI VICTOR HUGO AP;Agence postale communale;10741A;AVENUE VICTOR HUGO;GARE ANNEXE;;59400;CAMBRAI;59122;FRANCE;50.1767;3.2542;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13031A;691490;OULLINS;Bureau de Poste;;1 RUE DIDEROT; ;OULLINS;69600;OULLINS PIERRE BENITE;69149;FRANCE;45.715723113302;4.8098477248733;;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13033A;691510;LE PERREON AP;Agence postale communale;12938A;60 PLACE ANDRE VILLE;;;69460;LE PERREON;69151;FRANCE;46.062542;4.601421;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13034A;691520;PIERRE BENITE BP;Bureau de Poste;;6 RUE VOLTAIRE;;PIERRE BENITE;69310;OULLINS PIERRE BENITE;69149;FRANCE;45.703657646501;4.8222722367272;;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13038A;691570;PONTCHARRA SUR TURDINE BP;Bureau de Poste;;PLACE ALBERT SCHWEITZER; ;PONTCHARRA SUR TURDINE;69490;VINDRY SUR TURDINE;69157;FRANCE;45.874210001364;4.4913100044645;;3631;;;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13039A;691580;PONT TRAMBOUZE AP;Agence postale communale;13091A;1 PLACE ANTOINE BEILLARD; ;PONT TRAMBOUZE;69470;COURS;69066;FRANCE;46.070879438675;4.3142489027915;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13040A;691600;POULE LES ECHARMEAUX AP;Agence postale communale;12938A;67 place de la Mairie;;;69870;POULE LES ECHARMEAUX;69160;FRANCE;46.149297;4.456688;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13041A;691610;PROPIERES AP;Agence postale communale;12938A;LE BOURG;;;69790;PROPIERES;69161;FRANCE;46.191199;4.43806;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13042A;691620;QUINCIE EN BEAUJOLAIS AP;Agence postale communale;12938A;LE BOURG;;;69430;QUINCIE EN BEAUJOLAIS;69162;FRANCE;46.118693;4.615059;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13042D;881750;DEYVILLERS AP;Agence postale communale;16581A;2 RUE DE LORRAINE;;;88000;DEYVILLERS;88132;FRANCE;48.199562062;6.5151398257;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13047A;691700;RONTALON AP;Agence postale communale;12943A;14 PLACE  DE  L EGLISE;;;69510;RONTALON;69170;FRANCE;45.660498;4.631123;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13048A;691710;SAIN BEL BP;Bureau de Poste;;PLACE DE LA MAIRIE;;;69210;SAIN BEL;69171;FRANCE;45.810393;4.599685;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13049A;691720;SALLES ARBUISSONNAS EN BEAUJ. AP;Agence postale communale;12938A;2 PLACE JEAN BLANC;;;69460;SALLES ARBUISSONNAS BEAUJOLAIS;69172;FRANCE;46.040694;4.63628;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13051A;691750;SAVIGNY AP;Agence postale communale;12935A;place du 8 Mai;;;69210;SAVIGNY;69175;FRANCE;45.816963362;4.5749937202;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13053A;691790;ST ANDEOL LE CHATEAU AP;Agence postale communale;12991A;RUE CENTRALE;;ST ANDEOL LE CHATEAU;69700;BEAUVALLON;69179;FRANCE;45.584542021;4.694960872;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13053D;513850;CORMICY AP;Agence postale communale;09447A;PLACE D ARMES;;;51220;CORMICY;51171;FRANCE;49.370183332;3.8957804663;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13054A;691820;ST BONNET DES BRUYERES AP;Agence postale communale;12938A;LE BOURG;;;69790;ST BONNET DES BRUYERES;69182;FRANCE;46.270660652;4.4700627166;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13056A;691870;ST CLEMENT LES PLACES AP;Agence postale communale;12935A;2 PLACE DE LA MAIRIE;;;69930;ST CLEMENT LES PLACES;69187;FRANCE;45.753292;4.423049;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13056D;573090;VIC SUR SEILLE AP;Agence postale communale;10336A;22 PLACE PHILIPPE LEROY;;;57630;VIC SUR SEILLE;57712;FRANCE;48.782230189;6.5297233251;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13057A;691880;ST CLEMENT SOUS VALSONNE AP;Agence postale communale;13091A;LE BOURG;;;69170;ST CLEMENT SUR VALSONNE;69188;FRANCE;45.923996;4.453308;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13058A;691890;STE COLOMBE BP;Bureau de Poste;;143 ROUTE 86;;;69560;STE COLOMBE;69189;FRANCE;45.525411;4.867586;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13059A;691910;ST CYR AU MONT D OR BP;Bureau de Poste;;10 RUE JEAN ET CATHERINE REYNIER;;;69450;ST CYR AU MONT D OR;69191;FRANCE;45.816598;4.817276;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13059D;912680;APC IGNY AP;Agence postale communale;16998A;23 AVENUE DE LA DIVISION LECLERC;MAIRIE IGNY;;91430;IGNY;91312;FRANCE;48.74207875;2.2258773058;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13060A;691940;ST DIDIER AU MONT D OR BP;Bureau de Poste;;59 AVENUE DE LA REPUBLIQUE; ; ;69370;ST DIDIER AU MONT D OR;69194;FRANCE;45.809671;4.79849;Géocodé au numéro;3631;;;;Oui;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13061A;691950;ST DIDIER SOUS RIVERIE AP;Agence postale communale;13026A;1 RUE DU PAVE; ;ST DIDIER SOUS RIVERIE;69440;CHABANIERE;69228;FRANCE;45.596243002087;4.6085530000852;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13061D;123750;CRANSAC AP;Agence postale communale;01809A;28 PLACE DE L HOTEL DE VILLE;;;12110;CRANSAC LES THERMES;12083;FRANCE;44.525389436058;2.2819367811884;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13062A;691970;ST ETIENNE DES OULLIERES BP;Bureau de Poste;;60 RUE DE L EGLISE;;;69460;ST ETIENNE DES OULLIERES;69197;FRANCE;46.067442;4.648783;Géocodé au numéro;3631;;;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13064A;691990;ST FONS;Bureau de Poste;;67 AVENUE JEAN JAURES;;;69190;ST FONS;69199;FRANCE;45.710402;4.855148;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13065D;743240;MESSERY AP;Agence postale communale;14123A;5 RUE DU BOURG;;;74140;MESSERY;74180;FRANCE;46.350791521;6.2927203485;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13066A;692010;STE FOY L ARGENTIERE BP;Bureau de Poste;;406 GRANDE RUE; ;;69610;STE FOY L ARGENTIERE;69201;FRANCE;45.7087;4.471742;Géocodé au numéro;3631;;;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13066D;012330;PRIAY AP;Agence postale communale;00030A;177 GRANDE RUE DE LA COTIERE;;;01160;PRIAY;01314;FRANCE;46.0031;5.2895;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13067A;692020;STE FOY LES LYON BP;Bureau de Poste;;15 BOULEVARD BARON DU MARAIS;;;69110;STE FOY LES LYON;69202;FRANCE;45.7356;4.804898;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13068A;692040;ST GENIS LAVAL;Bureau de Poste;;53 AVENUE GEORGES CLEMENCEAU;;;69230;ST GENIS LAVAL;69204;FRANCE;45.697198;4.794416;Géocodé au numéro;3631;Oui;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13070A;692060;ST GEORGES DE RENEINS BP;Bureau de Poste;;98 PLACE DE L EGLISE;;;69830;ST GEORGES DE RENEINS;69206;FRANCE;46.062799;4.723956;Géocodé au numéro;3631;;;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13072A;692090;ST IGNY DE VERS AP;Agence postale communale;12938A;70 RUE DE LA GARE;;;69790;ST IGNY DE VERS;69209;FRANCE;46.240706538;4.4349765873;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13073A;692130;ST JEAN DE TOUSLAS AP;Agence postale communale;12991A;32 ROUTE DES MONTS DU LYONNAIS;LE BOURG;ST JEAN DE TOUSLAS;69700;BEAUVALLON;69179;FRANCE;45.578071484;4.6619395142;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13074A;692140;ST JEAN LA BUSSIERE AP;Agence postale communale;13091A;PLACE ST JEAN;;;69550;ST JEAN LA BUSSIERE;69214;FRANCE;45.999957235;4.3242997374;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13074D;330096;SAINT SELVE LPA AP;Agence postale communale;05857A;1 PLACE SAINT ANTOINE;;;33650;ST SELVE;33474;FRANCE;44.671064612;-0.480511023;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13076A;692170;ST JUST D AVRAY BP;Bureau de Poste;;PLACE DE L EGLISE; ; ;69870;ST JUST D AVRAY;69217;FRANCE;46.001494;4.448178;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13076D;513920;COURTISOLS AP;Agence postale communale;09358A;4 RUE MASSEZ;;;51460;COURTISOLS;51193;FRANCE;48.986881547;4.5175080154;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13077A;692190;ST LAURENT D AGNY AP;Agence postale communale;13026A;28 ROUTE DE MORNANT;;;69440;ST LAURENT D AGNY;69219;FRANCE;45.640432;4.68559;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13077D;881770;CORCIEUX AP;Agence postale communale;16588A;7 RUE HENRY;;;88430;CORCIEUX;88115;FRANCE;48.171503247;6.8811195337;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13078A;692200;ST LAURENT DE CHAMOUSSET BP;Bureau de Poste;;RUE DE LYON;;;69930;ST LAURENT DE CHAMOUSSET;69220;FRANCE;45.738442;4.464785;Géocodé au numéro;3631;;;;;;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13078D;811860;ALBI RIVE DROITE AP;Agence postale communale;15402A;26 SQUARE BONAPARTE;;;81000;ALBI;81004;FRANCE;43.942722098;2.1561236136;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13079D;123760;LANUEJOULS AP;Agence postale communale;01934A;20 ROUTE DES JONQUILLES;;;12350;LANUEJOULS;12121;FRANCE;44.424806615;2.1614952749;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13080A;692270;ST MARTIN EN HAUT BP;Bureau de Poste;;52 GRANDE RUE;;;69850;ST MARTIN EN HAUT;69227;FRANCE;45.659235;4.562492;Géocodé au numéro;3631;;;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13081D;138240;MARSEILLE LONGCHAMP AP;Agence postale communale;02158A;50 BOULEVARD LONGCHAMP;MAISON DU BEL AGE;;13001;MARSEILLE;13201;FRANCE;43.301686081;5.3892482798;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13082A;692290;ST NIZIER D AZERGUES AP;Agence postale communale;12938A;44 RUE DE L ABREUVOIR;;;69870;ST NIZIER D AZERGUES;69229;FRANCE;46.087199;4.464681;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13082D;502400;SOURDEVAL AP;Agence postale communale;09183A;JARDIN DE L EUROPE;;;50150;SOURDEVAL;50582;FRANCE;48.724275065;-0.923666523;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13085A;692340;ST ROMAIN DE POPEY AP;Agence postale communale;13091A;RUE CENTRALE;;;69490;ST ROMAIN DE POPEY;69234;FRANCE;45.848099;4.530297;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13087A;692380;ST SYMPHORIEN SUR COISE BP;Bureau de Poste;;110 AVENUE DE LA LIBERATION; ; ;69590;ST SYMPHORIEN SUR COISE;69238;FRANCE;45.632734;4.458358;Géocodé au numéro;3631;;;;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13089A;692400;ST VINCENT DE REINS AP;Agence postale communale;13091A;6 RUE CENTRALE;;;69240;ST VINCENT DE REINS;69240;FRANCE;46.074536876482;4.3884168248593;;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13089D;494830;LE LOUROUX BECONNAIS AP;Agence postale communale;08916A;RUE NOEL PINOT;1;LE LOUROUX BECONNAIS;49370;VAL D ERDRE AUXENCE;49183;FRANCE;47.519528894;-0.87848608;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13090A;692410;TALUYERS AP;Agence postale communale;13026A;51 PLACE DE LA BASCULE;;;69440;TALUYERS;69241;FRANCE;45.641292;4.721978;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
13091A;692430;TARARE;Bureau de Poste;;79 RUE DE LA REPUBLIQUE;;;69170;TARARE;69243;FRANCE;45.8952;4.435338;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13092A;692440;TASSIN HORLOGE;Bureau de Poste;;4 A AVENUE GENERAL LECLERC; ; ;69160;TASSIN LA DEMI LUNE;69244;FRANCE;45.761847;4.777432;Géocodé au numéro;3631;;Oui;;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Oui;Non
13093A;692450;TERNAND AP;Agence postale communale;13014A;318 RUE DES GRANDES PLANCHES;;;69620;TERNAND;69245;FRANCE;45.944596;4.528687;Géocodé au numéro;3631;;;;;;;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non;Non
